phone_no,customer_segment,gender,number_of_children,income,marital_status,owns_vehicle,age_of_vehicle,vehicle_type,value_of_vehicle,accomodation_status_rented_own,owns_house,age_of_house,value_of_house,occupation,credit_score,customer_transactions_using_mobile_banking,customer_transactions_using_internet_banking,customer_transactions_using_mobile_wallet,length_of_the_customer’s_relationship_with_the_bank,educational_status,home_city_or_province,age,employed_or_business,address_type_permanent_temporary,date_of_card_issue,spending_on_credit_card_in_jan,spending_on_credit_card_in_feb,spending_on_credit_card_in_mar,spending_on_credit_card_in_apr,spending_on_credit_card_in_may,spending_on_credit_card_in_june,spending_on_credit_card_in_july,spending_on_credit_card_in_aug,spending_on_credit_card_in_sep,spending_on_credit_card_in_oct,spending_on_credit_card_in_nov,spending_on_credit_card_in_dec,transactions_jan,transactions_feb,transactions_mar,transactions_apr,transactions_may,transactions_june,transactions_july,transactions_aug,transactions_sep,transactions_oct,transactions_nov,transactions_dec,max_transaction_amount,category_of_max_number_of_transaction,category_of_max_spend_amount,atm_transaction_amount_yearly,no_of_atm_transaction_yearly,account_id
851-374-6191,silver,female,2,75383.81,married,yes,1.0,car,847807.0,rented,no,,,shop_owner,547,21,28,16,2,High school,Wróblew,39,business,permanent,4/4/2019,88183.0,95805.0,47437.0,84318.0,20781.0,13347.0,60302.0,95957.0,63271.0,15919.0,19108.0,46073.0,2,9,5,3,8,1,2,8,3,3,7,3,28410,food,hobby,7681256,29,100000000070
608-524-6040,gold,female,3,28149.97,married,yes,2.0,bike,907982.0,rented,no,,,pilot,474,77,84,51,6,Degree,Buerarema,39,business,permanent,3/12/2019,,54076.0,,22460.0,47223.0,,25032.0,99819.0,,61789.0,40099.0,47482.0,6,8,5,2,9,7,5,2,9,2,2,2,20514,travel,tech,5718798,24,100000000071
692-311-7066,gold,female,4,58312.87,married,no,,car,,rented,no,,,shop_owner,341,29,99,77,2,High school,Saiki,40,business,temporary,4/16/2019,36952.0,33835.0,,33304.0,33031.0,30250.0,,29454.0,46775.0,51507.0,23988.0,17182.0,4,6,7,9,2,1,8,8,2,6,2,6,21062,travel,tech,975185,8,100000000072
861-973-2455,gold,female,5,24496.29,unmarried,no,,car,,rented,no,,,technicians,479,31,66,60,15,Degree,Lianhua,27,employed,temporary,4/26/2019,97739.0,58007.0,,59120.0,,80097.0,93912.0,29798.0,16383.0,,27994.0,34989.0,2,1,1,3,3,9,6,1,2,1,8,2,20570,travel,food,6602912,75,100000000073
504-357-3552,silver,male,3,97394.77,married,yes,7.0,bike,194311.0,rented,no,,,nurse,461,25,78,14,9,High school,San Marcos,53,employed,temporary,6/8/2019,,14150.0,65552.0,17069.0,47927.0,48866.0,69189.0,38761.0,24614.0,93423.0,90872.0,64450.0,4,3,7,6,2,10,4,2,8,1,6,4,22050,hospital,hobby,884364,31,100000000074
612-907-2392,silver,male,5,15582.34,married,yes,5.0,car,928235.0,rented,no,,,technicians,692,96,56,51,8,High school,Los Andes,26,employed,temporary,5/10/2019,55827.0,47728.0,45462.0,31950.0,86026.0,97402.0,51647.0,54344.0,46153.0,44285.0,87734.0,55546.0,5,1,9,2,8,4,4,10,10,10,7,5,28063,hospital,travel,3583977,100,100000000075
208-126-2901,silver,male,3,23755.25,unmarried,no,,bike,,rented,no,,,shop_owner,286,42,59,26,10,High school,Bejsce,50,business,temporary,5/16/2019,26406.0,23713.0,,44287.0,69665.0,51579.0,17217.0,49168.0,98306.0,28618.0,35030.0,,4,2,4,10,5,2,5,9,6,3,7,1,20360,others,tech,3608033,42,100000000076
437-892-4051,silver,male,1,64605.17,married,no,,car,,own,yes,16.0,26930850.0,farmer,723,11,43,19,6,High school,Luzino,35,employed,permanent,3/13/2019,91438.0,15396.0,62543.0,11397.0,90127.0,35056.0,,49362.0,46847.0,54624.0,81134.0,85234.0,1,7,8,10,8,5,6,3,7,10,8,7,21129,hospital,others,4060387,80,100000000077
554-591-2845,silver,female,1,96933.62,unmarried,yes,9.0,car,115056.0,rented,no,,,nurse,477,73,23,53,6,High school,Navashino,32,employed,permanent,3/31/2019,82640.0,18182.0,35142.0,,62347.0,17456.0,14312.0,55913.0,14401.0,41271.0,23742.0,38718.0,10,5,5,4,4,7,6,7,2,2,3,6,29458,hospital,leisure,8781975,27,100000000078
848-223-9881,gold,male,1,88232.24,married,no,,bike,,own,yes,11.0,98982741.0,farmer,781,26,82,62,4,High school,Taishanmiao,31,employed,temporary,5/14/2019,84455.0,82669.0,68859.0,26686.0,18481.0,93289.0,,96809.0,34665.0,95170.0,,86111.0,8,9,4,7,8,4,7,3,4,8,10,8,24127,tech,leisure,3603655,10,100000000079
815-310-8251,gold,male,5,32575.9,unmarried,yes,7.0,car,586310.0,rented,no,,,engineer,270,57,88,71,13,Degree,Gudauta,27,employed,temporary,3/17/2019,84507.0,61597.0,65858.0,82511.0,44484.0,,19392.0,44073.0,19619.0,53419.0,92454.0,63248.0,1,1,9,7,5,8,6,3,1,4,4,7,26434,food,tech,6890799,80,100000000080
607-268-4109,silver,male,0,52904.96,married,no,,bike,,rented,no,,,teacher,361,100,85,87,15,Degree,Ranong,52,employed,permanent,3/19/2019,53036.0,61406.0,15140.0,31063.0,93659.0,91815.0,52696.0,82181.0,45888.0,56751.0,34616.0,12556.0,3,4,5,7,7,6,10,7,7,8,7,8,25766,others,travel,6561388,4,100000000081
527-932-4094,gold,male,5,99368.33,married,no,,bike,,rented,no,,,technicians,372,96,77,55,1,High school,Longxi,49,employed,temporary,6/13/2019,55122.0,54192.0,92751.0,,96184.0,96254.0,60273.0,,67780.0,99766.0,93357.0,,7,1,9,6,9,7,7,8,8,10,4,8,28128,leisure,tech,9248827,96,100000000082
267-662-6102,silver,female,4,57296.29,unmarried,yes,2.0,bike,867564.0,own,yes,8.0,93926449.0,nurse,429,98,42,10,4,High school,Los Andes,56,employed,temporary,3/27/2019,81515.0,,64224.0,20474.0,41085.0,48514.0,18155.0,57400.0,,,60977.0,,4,3,5,2,10,9,3,5,8,1,8,5,27086,tech,others,9354045,60,100000000083
497-431-1175,silver,male,4,81170.55,married,no,,car,,own,yes,11.0,39264104.0,teacher,775,75,89,70,3,High school,Francisco J Mujica,47,employed,permanent,3/23/2019,22525.0,47528.0,61327.0,18318.0,12308.0,50856.0,86792.0,47604.0,89233.0,52372.0,,24337.0,7,7,3,8,6,7,5,7,1,8,1,2,27593,food,others,3135858,14,100000000084
751-954-9792,gold,female,0,94996.39,married,no,,bike,,own,yes,15.0,41976168.0,unskilled_labour,509,81,22,15,4,High school,Kowalewo Pomorskie,32,business,permanent,6/30/2019,51397.0,80787.0,,,54182.0,84356.0,,82680.0,66033.0,56951.0,40597.0,27907.0,2,4,10,8,4,6,4,3,3,9,1,9,23604,leisure,others,8223222,89,100000000085
493-457-6142,gold,male,5,73034.58,married,yes,5.0,bike,288796.0,rented,no,,,pilot,627,56,61,83,2,Degree,Bantaeng,47,employed,permanent,5/8/2019,87927.0,,84538.0,13406.0,11863.0,24602.0,86621.0,52223.0,13300.0,43351.0,44956.0,30203.0,10,9,9,10,3,1,4,3,9,2,9,5,29646,food,travel,427477,47,100000000086
227-415-6244,gold,female,1,50828.32,unmarried,yes,10.0,bike,376259.0,own,yes,22.0,26736860.0,engineer,325,59,93,76,6,Degree,Wangbuzhuang,36,employed,temporary,6/7/2019,42605.0,,96727.0,59567.0,25364.0,,42468.0,27094.0,32761.0,80690.0,,,6,10,5,5,7,4,7,6,2,3,2,5,22073,food,food,6570164,61,100000000087
108-567-3338,silver,male,5,36828.53,unmarried,yes,11.0,bike,537879.0,own,yes,7.0,58952954.0,driver,763,20,16,81,14,High school,København,28,employed,permanent,5/8/2019,29248.0,23616.0,96854.0,96780.0,60561.0,83019.0,93803.0,64489.0,41267.0,97820.0,,,6,1,9,1,4,9,10,4,3,8,5,4,22138,hospital,food,4917512,21,100000000088
977-560-1928,gold,male,1,26227.72,unmarried,yes,5.0,bike,200717.0,own,yes,1.0,82685934.0,unskilled_labour,729,5,94,99,6,High school,Cipanjang,37,business,temporary,3/6/2019,61897.0,63106.0,47659.0,40161.0,62222.0,91764.0,,,60274.0,81244.0,96574.0,36308.0,5,9,3,6,3,7,2,2,9,3,9,1,20728,food,food,2645410,26,100000000089
842-539-5086,silver,female,1,87018.94,unmarried,yes,3.0,bike,754678.0,own,yes,14.0,97092776.0,teacher,348,54,67,15,8,Degree,Katsina-Ala,26,employed,permanent,4/21/2019,68879.0,59211.0,38916.0,45099.0,58106.0,58400.0,86114.0,31566.0,50567.0,27537.0,80222.0,91170.0,6,9,5,10,8,1,8,3,10,8,4,1,20782,hospital,hobby,8286869,99,100000000090
213-170-6544,silver,female,3,92032.5,unmarried,yes,11.0,bike,234843.0,own,yes,11.0,51501417.0,farmer,521,25,51,38,7,High school,Mbuji-Mayi,48,employed,permanent,6/5/2019,22957.0,28579.0,49066.0,33798.0,81399.0,55833.0,62506.0,,90480.0,,66837.0,83734.0,2,8,3,9,5,3,10,5,10,6,6,10,23663,tech,hospital,1408729,56,100000000091
230-854-5033,silver,male,3,61649.34,married,no,,car,,own,yes,4.0,91118860.0,shop_owner,329,54,1,21,15,High school,Caldas da Felgueira,55,business,temporary,3/23/2019,26099.0,63381.0,55606.0,44373.0,60872.0,16913.0,90184.0,46083.0,25116.0,83418.0,41318.0,33521.0,2,1,7,8,3,7,5,2,10,7,5,4,26261,hobby,leisure,2530008,67,100000000092
781-671-5023,gold,male,2,57614.91,unmarried,yes,10.0,bike,672601.0,rented,no,,,teacher,522,73,10,58,9,High school,Am Djarass,37,business,permanent,4/7/2019,91614.0,55859.0,47764.0,,45349.0,16113.0,18061.0,28969.0,96740.0,,55461.0,19222.0,1,6,9,8,9,1,4,6,7,6,6,2,21111,travel,hobby,3029789,37,100000000093
887-834-0290,silver,female,1,30473.93,married,yes,3.0,bike,150022.0,own,yes,6.0,26536838.0,driver,536,13,38,21,12,High school,Colima,34,business,temporary,5/25/2019,61369.0,,20442.0,45522.0,93999.0,,53997.0,23307.0,22578.0,44243.0,,27494.0,1,3,7,4,9,10,3,2,5,1,3,1,27769,travel,food,1048489,65,100000000094
497-532-5836,gold,female,3,38810.23,married,yes,2.0,bike,441372.0,rented,no,,,technicians,329,73,29,65,14,High school,Pa Phayom,29,business,temporary,6/30/2019,,,99940.0,13844.0,40407.0,34588.0,32058.0,40152.0,81944.0,81154.0,52268.0,29029.0,8,5,8,5,9,4,1,9,2,3,9,3,26589,others,hospital,1719040,4,100000000095
492-987-1372,silver,male,0,78790.11,unmarried,yes,12.0,bike,953649.0,rented,no,,,shop_owner,333,87,84,38,9,High school,Olímpia,55,business,permanent,6/26/2019,45917.0,99049.0,53775.0,43853.0,,68563.0,69117.0,62645.0,10132.0,44685.0,29817.0,14961.0,1,10,7,7,2,6,9,10,6,8,6,6,28432,leisure,hospital,8837079,87,100000000096
202-248-2541,silver,female,3,91002.77,unmarried,no,,car,,rented,no,,,technicians,673,88,97,71,12,High school,Lawdar,56,business,temporary,6/3/2019,17588.0,37102.0,23498.0,27287.0,60057.0,87058.0,40742.0,21512.0,19042.0,88512.0,58485.0,,3,6,2,2,7,1,8,5,10,5,3,6,26391,tech,food,6400703,85,100000000097
592-672-3056,gold,female,5,47985.6,married,yes,2.0,car,206185.0,own,yes,8.0,18426010.0,farmer,817,46,93,45,14,High school,Bobigny,33,employed,temporary,6/30/2019,38130.0,,34700.0,49764.0,58857.0,13842.0,24191.0,36390.0,,93978.0,,69057.0,8,4,1,1,5,10,1,1,5,1,6,6,28312,food,food,2775387,7,100000000098
787-896-3557,gold,male,1,12121.93,unmarried,yes,2.0,bike,642746.0,own,yes,19.0,93530979.0,unskilled_labour,439,10,55,50,14,High school,Oyam,53,business,temporary,5/11/2019,26543.0,91085.0,19737.0,81903.0,64468.0,63038.0,41860.0,25018.0,58457.0,80610.0,69175.0,69665.0,5,3,3,3,3,1,8,9,6,4,5,6,27137,leisure,hospital,186290,85,100000000099
914-972-2141,silver,male,5,46280.71,unmarried,yes,6.0,car,750263.0,rented,no,,,unskilled_labour,811,78,72,56,11,High school,Photharam,25,business,permanent,3/12/2019,20728.0,57947.0,57782.0,84161.0,65007.0,48278.0,,17077.0,57926.0,43285.0,44024.0,27691.0,1,1,4,1,9,8,8,2,8,1,9,7,27724,food,leisure,7614673,27,100000000100
457-412-5817,silver,female,3,25489.65,unmarried,no,,bike,,rented,no,,,nurse,657,73,7,40,15,High school,Guanchao,51,employed,temporary,5/15/2019,,20663.0,63103.0,59576.0,55391.0,17815.0,10412.0,22479.0,16657.0,88448.0,86651.0,67604.0,6,5,8,6,6,9,1,2,10,10,4,6,27080,food,travel,3762568,71,100000000101
825-727-0035,gold,male,4,76018.83,married,yes,7.0,car,210051.0,own,yes,17.0,89805658.0,technicians,349,33,91,22,12,Degree,Stockholm,52,employed,permanent,6/4/2019,,,52208.0,21089.0,59461.0,81320.0,48508.0,39379.0,37075.0,23072.0,,50055.0,5,4,8,4,5,3,2,10,3,3,4,5,28041,hobby,tech,5004427,3,100000000102
986-461-4702,silver,female,2,88945.18,married,no,,bike,,own,yes,20.0,45556317.0,nurse,345,73,74,21,7,High school,Artybash,47,employed,permanent,3/30/2019,16883.0,33899.0,49881.0,11773.0,69171.0,56539.0,98900.0,51215.0,66942.0,39406.0,63638.0,13320.0,7,2,4,4,10,3,5,2,7,4,6,7,28882,hospital,hospital,6675639,43,100000000103
809-222-4084,gold,female,1,46129.83,unmarried,yes,9.0,bike,117487.0,own,yes,21.0,2005097.0,farmer,444,88,74,82,14,High school,Kuala Lumpur,54,employed,permanent,5/23/2019,44423.0,29695.0,90062.0,99010.0,14157.0,,63299.0,35350.0,,27481.0,28912.0,49492.0,4,6,7,10,9,6,7,1,7,8,3,3,23471,leisure,travel,9217476,79,100000000104
695-181-1569,gold,female,1,43005.15,unmarried,yes,4.0,bike,524693.0,own,yes,4.0,80548619.0,unskilled_labour,726,89,23,17,8,High school,Praia da Vitória,57,business,permanent,5/19/2019,42313.0,99311.0,16433.0,88583.0,15822.0,,44700.0,19828.0,12576.0,47065.0,20328.0,37007.0,6,2,8,2,3,5,8,10,9,6,1,2,26350,others,tech,8388558,93,100000000105
704-272-4157,silver,male,3,30144.84,unmarried,yes,6.0,car,697983.0,own,yes,18.0,29121092.0,farmer,594,9,38,74,14,High school,Ivanishchi,48,employed,permanent,4/23/2019,62192.0,85293.0,93986.0,80310.0,82692.0,82688.0,97442.0,84700.0,35962.0,38762.0,69675.0,83003.0,5,1,7,10,8,9,5,3,9,7,8,3,26052,travel,food,8662556,8,100000000106
409-545-3733,silver,male,3,43165.85,unmarried,yes,4.0,bike,375976.0,own,yes,6.0,41662838.0,technicians,764,30,76,18,8,Degree,Nova Odessa,54,employed,temporary,3/13/2019,47063.0,49473.0,31798.0,86200.0,64563.0,38790.0,20833.0,39009.0,64207.0,27279.0,96960.0,40185.0,2,5,9,10,2,2,4,1,3,2,9,9,21948,hobby,food,5030392,59,100000000107
388-718-3217,gold,female,3,66679.08,unmarried,yes,5.0,bike,463058.0,own,yes,22.0,48561686.0,politician,487,31,30,55,14,High school,Voyutychi,57,business,temporary,3/14/2019,83529.0,52612.0,29827.0,11576.0,58506.0,57508.0,16798.0,54024.0,49988.0,65008.0,87206.0,81388.0,3,2,5,8,7,6,8,6,5,7,8,6,20611,food,others,2041392,79,100000000108
299-997-7988,gold,female,1,82154.8,married,no,,bike,,rented,no,,,driver,263,57,24,44,1,High school,Shiqian,33,employed,temporary,4/10/2019,59551.0,57499.0,,37309.0,64014.0,85106.0,49218.0,47794.0,40874.0,95102.0,69407.0,50330.0,1,10,7,9,8,3,9,10,4,1,9,1,26920,tech,hospital,7948331,29,100000000109
284-996-4848,silver,male,5,94176.65,unmarried,no,,bike,,rented,no,,,politician,305,57,44,46,4,High school,Daytona Beach,54,business,temporary,3/28/2019,26924.0,16493.0,38518.0,,45328.0,42661.0,93645.0,92220.0,13859.0,27215.0,85643.0,90465.0,4,7,10,3,5,2,3,6,3,4,6,7,21915,hospital,food,491445,33,100000000110
946-521-0399,silver,male,5,75111.99,married,no,,car,,own,yes,11.0,80565944.0,driver,462,67,61,86,7,Degree,Delodpeken,55,business,temporary,4/5/2019,,,51487.0,,92744.0,89579.0,45469.0,,29176.0,48873.0,32059.0,85003.0,5,7,3,8,6,2,2,2,8,10,3,3,27101,tech,food,5780982,21,100000000111
290-351-9974,silver,female,0,32133.1,married,no,,car,,rented,no,,,farmer,818,75,33,72,5,High school,Velika,57,employed,temporary,5/20/2019,86779.0,60500.0,83770.0,,32403.0,60254.0,89701.0,,,,50663.0,22340.0,9,1,3,4,6,9,7,2,10,7,4,7,25623,leisure,tech,2293566,3,100000000112
806-762-5172,silver,female,0,32614.35,married,yes,8.0,bike,765302.0,rented,no,,,farmer,427,77,11,27,13,High school,Ciudad Sandino,33,employed,permanent,6/30/2019,80510.0,94492.0,33277.0,99413.0,51679.0,22777.0,44357.0,64435.0,98895.0,43413.0,66057.0,62074.0,4,2,6,6,9,2,4,2,10,3,4,1,27308,tech,travel,1177743,13,100000000113
501-319-9273,silver,male,0,72994.72,unmarried,yes,5.0,car,515608.0,rented,no,,,pilot,379,16,20,26,10,High school,Yanwukou,39,employed,temporary,4/24/2019,26990.0,13334.0,10003.0,39362.0,88735.0,47846.0,22075.0,18310.0,21008.0,55584.0,58462.0,55444.0,8,3,1,4,5,9,5,9,6,8,8,10,28396,hobby,leisure,6001521,76,100000000114
742-754-1644,gold,male,2,97214.88,married,no,,car,,own,yes,9.0,27876881.0,doctor,402,96,47,50,1,Degree,Malasila,31,employed,permanent,5/1/2019,52841.0,90410.0,81015.0,49995.0,,39180.0,58603.0,51847.0,65822.0,45870.0,28134.0,19200.0,4,4,6,4,1,7,10,2,4,5,8,2,21900,leisure,others,1443202,57,100000000115
796-351-4511,gold,male,2,70742.74,unmarried,no,,car,,own,yes,7.0,80151890.0,shop_owner,613,95,68,21,15,High school,Cimanggu,42,business,permanent,5/15/2019,40118.0,64457.0,57411.0,63250.0,50561.0,92879.0,60585.0,41322.0,,,69995.0,86834.0,8,7,5,3,4,9,7,5,6,7,10,8,21595,hobby,food,9819556,70,100000000116
282-432-2573,gold,male,1,86782.25,married,yes,2.0,car,822242.0,rented,no,,,pilot,633,92,60,19,14,Degree,Fengyuan,27,business,permanent,6/27/2019,89392.0,58607.0,96234.0,19101.0,92538.0,90482.0,88105.0,,64990.0,53660.0,42067.0,43295.0,1,7,6,1,9,3,5,7,5,6,10,8,20763,tech,food,5936872,72,100000000117
756-106-0793,gold,female,4,57212.5,married,yes,3.0,car,785986.0,own,yes,11.0,25268663.0,doctor,783,30,50,87,4,Degree,Dąbie,44,employed,permanent,3/28/2019,65240.0,89429.0,24156.0,31658.0,23669.0,28499.0,,91818.0,,26003.0,17147.0,84953.0,8,2,5,10,10,3,7,6,4,1,10,10,27532,food,tech,5882007,36,100000000118
951-820-7009,gold,male,5,46822.44,unmarried,yes,2.0,car,880796.0,own,yes,19.0,54153615.0,teacher,612,100,28,12,9,Degree,Jedlińsk,25,employed,permanent,5/25/2019,93751.0,92932.0,80003.0,,51306.0,46052.0,29134.0,39535.0,96309.0,12316.0,91677.0,97766.0,8,2,4,4,10,9,5,1,7,3,1,10,24114,tech,hospital,2639991,44,100000000119
663-661-7406,silver,male,1,50554.91,married,yes,3.0,car,599765.0,rented,no,,,teacher,290,10,87,59,14,High school,Fresno,48,business,permanent,3/26/2019,18703.0,39951.0,91651.0,96665.0,10471.0,46183.0,46377.0,68694.0,48864.0,98003.0,65296.0,81961.0,2,6,9,3,10,7,4,6,4,1,6,4,25803,others,leisure,4194071,72,100000000120
726-940-5405,silver,female,1,47852.69,married,no,,bike,,own,yes,10.0,36164792.0,pilot,729,4,34,29,15,High school,Yunxian Chengguanzhen,28,employed,permanent,6/19/2019,60388.0,32330.0,66235.0,69236.0,58882.0,46014.0,48555.0,37272.0,84608.0,61800.0,11232.0,86103.0,7,10,7,8,3,2,6,7,4,8,6,10,21061,travel,hospital,1315128,40,100000000121
614-970-1332,gold,male,5,53993.69,married,yes,11.0,bike,581028.0,rented,no,,,nurse,418,3,46,100,7,High school,Maiyema,56,employed,permanent,6/28/2019,38022.0,14492.0,91267.0,,14680.0,44507.0,66415.0,,,37663.0,26411.0,39068.0,8,5,2,5,8,10,10,1,3,8,5,5,23438,hobby,tech,1601297,59,100000000122
593-293-3634,gold,male,1,40333.58,unmarried,no,,bike,,rented,no,,,farmer,346,97,15,34,7,High school,Roches Noire,53,employed,temporary,6/21/2019,,14096.0,59911.0,51381.0,12128.0,84482.0,51700.0,54623.0,48891.0,81889.0,98787.0,,2,8,10,2,4,4,8,9,8,7,8,10,29934,others,food,9468673,70,100000000123
218-863-8318,gold,male,0,15890.64,unmarried,yes,12.0,bike,978524.0,rented,no,,,engineer,581,25,57,98,13,Degree,Mādārīpur,37,employed,temporary,6/23/2019,82107.0,52422.0,,,,49087.0,12363.0,94379.0,47203.0,56654.0,20402.0,18490.0,4,1,2,3,7,6,7,9,6,2,2,9,24210,others,travel,9171304,36,100000000124
877-862-9223,gold,male,3,63783.37,married,yes,11.0,bike,473346.0,own,yes,21.0,37530320.0,nurse,735,79,18,1,1,High school,Thị Trấn Thất Khê,41,employed,permanent,6/2/2019,69017.0,13991.0,84593.0,11992.0,53767.0,17396.0,59120.0,85333.0,87840.0,45846.0,39171.0,31492.0,1,8,5,8,1,10,3,8,6,6,10,4,22420,hobby,leisure,5934930,59,100000000125
775-840-4356,silver,female,2,90536.2,unmarried,no,,bike,,own,yes,22.0,38077304.0,teacher,760,83,12,8,3,Degree,La Mesa,35,business,permanent,6/29/2019,40975.0,87344.0,,,17667.0,29154.0,61472.0,86870.0,52266.0,46788.0,,,6,6,3,9,1,6,7,6,10,1,2,4,24321,food,hospital,8566825,5,100000000126
893-484-2433,silver,male,2,28781.83,unmarried,no,,car,,own,yes,22.0,57306789.0,firefighter,336,19,3,52,5,Degree,Vazante,31,business,temporary,3/24/2019,39173.0,49551.0,22193.0,92618.0,80434.0,81383.0,42572.0,43260.0,66380.0,85754.0,82827.0,85893.0,7,4,6,2,4,9,6,4,2,2,2,4,28883,leisure,tech,791962,73,100000000127
804-111-2862,silver,female,4,83606.99,married,no,,bike,,own,yes,22.0,34632546.0,driver,638,79,24,26,14,Degree,Góis,50,business,temporary,4/11/2019,27006.0,51078.0,87535.0,93137.0,60873.0,52958.0,67833.0,83957.0,27072.0,,55224.0,39050.0,10,2,10,10,1,9,3,2,6,6,8,4,25477,hospital,hospital,9467420,50,100000000128
110-201-1130,gold,male,4,27888.18,unmarried,no,,car,,rented,no,,,farmer,370,76,19,98,14,High school,Raoshi,40,employed,temporary,4/18/2019,,34768.0,58012.0,30572.0,90345.0,32186.0,61571.0,,10512.0,11990.0,80057.0,12160.0,3,5,9,9,4,8,1,7,8,4,4,8,29888,leisure,others,3464377,77,100000000129
386-208-4064,silver,male,5,94239.81,unmarried,yes,1.0,bike,143029.0,rented,no,,,unskilled_labour,601,70,13,47,12,High school,Linzi,41,business,temporary,5/14/2019,32536.0,32142.0,68822.0,89595.0,28229.0,13170.0,,,28814.0,48101.0,68612.0,25430.0,6,1,8,4,7,9,5,2,9,8,8,10,27982,hospital,hobby,7023282,28,100000000130
473-860-7883,gold,male,3,47762.13,married,no,,car,,rented,no,,,politician,598,55,31,81,4,High school,Arras,45,business,permanent,6/19/2019,32545.0,94680.0,23855.0,91758.0,47110.0,12452.0,32716.0,55717.0,62901.0,38430.0,,47991.0,2,7,2,1,2,10,6,8,9,3,9,1,24526,travel,hobby,5921430,51,100000000131
908-919-0212,gold,male,0,50529.33,married,no,,car,,rented,no,,,shop_owner,681,5,47,99,11,High school,Güiria,28,business,temporary,3/12/2019,39588.0,34860.0,38962.0,,25595.0,98692.0,80341.0,98488.0,16432.0,39441.0,95156.0,98778.0,8,5,1,3,10,4,5,9,7,3,9,1,20810,hospital,others,775512,95,100000000132
896-492-8002,silver,female,5,35797.54,unmarried,no,,car,,rented,no,,,farmer,256,35,51,83,6,High school,Dukou,49,employed,permanent,5/27/2019,38982.0,88116.0,35805.0,82322.0,47808.0,13997.0,,80696.0,65118.0,85739.0,85373.0,30041.0,5,8,5,3,8,5,1,4,7,4,7,6,20935,hobby,leisure,4937138,32,100000000133
958-412-5306,silver,female,0,78770.88,unmarried,no,,car,,rented,no,,,unskilled_labour,778,95,74,58,3,High school,Teslić,51,business,permanent,5/30/2019,62446.0,,24081.0,23550.0,,94547.0,,23810.0,92694.0,,65665.0,,6,3,10,4,2,3,6,7,10,9,3,9,24562,hobby,hospital,7252152,40,100000000134
742-542-1026,gold,male,5,68348.46,married,no,,car,,own,yes,2.0,32910510.0,nurse,804,78,28,45,8,High school,Uppsala,55,employed,permanent,5/18/2019,22358.0,62026.0,42667.0,42031.0,10951.0,26999.0,64632.0,15090.0,91913.0,37641.0,34147.0,62801.0,5,3,3,9,3,5,10,8,4,9,4,6,23580,food,leisure,8622652,70,100000000135
372-549-4890,silver,female,0,13654.74,married,no,,bike,,rented,no,,,shop_owner,366,71,15,22,1,High school,Blumenau,41,business,temporary,5/7/2019,46687.0,,41390.0,87155.0,15745.0,31206.0,14170.0,99906.0,14923.0,59026.0,54761.0,64099.0,2,5,9,3,10,7,2,7,2,6,3,6,28144,travel,others,2278107,83,100000000136
761-697-3224,gold,male,2,54992.66,married,yes,12.0,car,218231.0,rented,no,,,politician,687,67,76,69,8,High school,Liski,26,business,permanent,4/21/2019,61499.0,34647.0,84722.0,56771.0,85425.0,51794.0,88280.0,59423.0,12853.0,98484.0,61505.0,93298.0,2,10,3,8,4,1,5,6,9,3,7,7,28525,leisure,others,7381589,89,100000000137
482-958-9131,silver,male,3,90614.94,married,no,,bike,,own,yes,18.0,5510271.0,teacher,479,58,48,52,1,Degree,Chincha Baja,54,employed,temporary,5/28/2019,,89216.0,93607.0,,49864.0,64166.0,95151.0,17521.0,29035.0,,61361.0,91460.0,1,10,10,3,8,5,1,1,8,3,10,5,21681,food,hospital,800490,82,100000000138
470-270-8154,gold,male,1,24329.16,unmarried,yes,3.0,car,118028.0,own,yes,16.0,10160320.0,firefighter,695,84,94,33,7,Degree,Marmashen,48,employed,permanent,4/7/2019,64772.0,,15296.0,58997.0,48006.0,41046.0,89925.0,28467.0,39153.0,25759.0,87723.0,87945.0,8,4,4,3,7,2,9,8,4,8,5,3,26757,food,travel,1027402,75,100000000139
109-467-0006,gold,female,4,38523.95,married,yes,5.0,car,450811.0,rented,no,,,engineer,597,35,30,87,1,Degree,Domont,59,employed,temporary,4/23/2019,38446.0,69554.0,12154.0,13788.0,14142.0,84257.0,33415.0,87612.0,80011.0,44053.0,15361.0,42762.0,8,5,5,10,5,4,8,1,3,9,8,7,27334,hospital,hobby,9853716,29,100000000140
941-271-4387,silver,female,1,25110.54,married,yes,12.0,bike,108926.0,rented,no,,,unskilled_labour,550,7,37,69,1,High school,Yubilyeyny,39,business,permanent,5/29/2019,93765.0,60554.0,27588.0,11213.0,50344.0,18760.0,50076.0,,10214.0,94521.0,10534.0,32763.0,6,5,8,10,10,10,1,9,3,2,2,6,28457,tech,leisure,6119036,15,100000000141
