browser_id,time_on_site,timestamp,isp,geonetworkcity,date,totals.uniquescreenviews,totals.timeonscreen,hits.isinteraction,hits.promotionactioninfopromoisclick,totals.screenviews,trafficsourcemedium,trafficsourcerefferalpath,device.browser,device.devicecategory,device.mobiledevicebranding,device.ismobile,promo_cateogry,totalspageviews,phone_no,customer_segment,gender,number_of_children,income,marital_status,vehicle_type,owns_vehicle,accomodation_status_rented_own,owns_house,occupation,credit_score,customer_transactions_using_mobile_banking,customer_transactions_using_internet_banking,customer_transactions_using_mobile_wallet,length_of_the_customer’s_relationship_with_the_bank,educational_status,home_city_or_province,age,employed_or_business,address_type_permanent_temporary,type_of_card_held,date_of_card_issue,spending_on_credit_card_in_jan,spending_on_credit_card_in_feb,spending_on_credit_card_in_mar,spending_on_credit_card_in_apr,spending_on_credit_card_in_may,spending_on_credit_card_in_june,spending_on_credit_card_in_july,spending_on_credit_card_in_aug,spending_on_credit_card_in_sep,spending_on_credit_card_in_oct,spending_on_credit_card_in_nov,spending_on_credit_card_in_dec,transactions_jan,transactions_feb,transactions_mar,transactions_apr,transactions_may,transactions_june,transactions_july,transactions_aug,transactions_sep,transactions_oct,transactions_nov,transactions_dec,max_transaction_amount,category_of_max_number_of_transaction,category_of_max_spend_amount,atm_transaction_amount_yearly,no_of_atm_transaction_yearly,savings_accounts,current_accounts,salary_accounts,millennia_cards,credit_cards,debit_cards,prepaid_cards,forex_cards,commercial_credit_cards,fixed_deposit,non_withdrawal_deposits,home_loan,personal_loan,business_growth_loan,two_wheeler_loan,easyemi_consumer_loan,bike_loan,car_loan,educational_loan,motor_insurance,home_insurance,domestic_help_insurance,travel_insurance,medical_insurance,savings_accounts_amount,savings_accounts_interest_rate,savings_accounts_number_of_times_debited,savings_accounts_maximum_amt_debited,current_accounts_amount,current_accounts_interest_rate,current_accounts_number_of_times_debited,current_accounts_maximum_amt_debited,salary_accounts_amount,salary_accounts_interest_rate,salary_accounts_number_of_times_debited,salary_accounts_maximum_amt_debited,fd_amount,fd_interest_rate,non_withdrawl_deposit_amount,non_withdrawl_deposit_interest_rate,twl_Principal amount,twl_Loan to value of asset,twl_Date of loan disbursement,twl_Manufacturer details,twl_Dealer name,twl_Dealer location,twl_Amount paid,bike_twl_Principal amount,bike_twl_Loan to value of asset,bike_twl_Date of loan disbursement,bike_twl_Manufacturer details,bike_twl_Dealer name,bike_twl_Dealer location,bike_twl_Amount paid,car_Principal amount,car_Loan to value of asset,car_Date of loan disbursement,car_Manufacturer details,car_Dealer name,car_Dealer location,car_Amount paid,home_Principal amount,home_Loan to value of asset,home_Date of loan disbursement,home_Amount paid,personal_Principal amount,personal_Loan to value of asset,personal_Date of loan disbursement,personal_Amount paid,personal_purpose_category,business_Principal amount,business_Loan to value of asset,business_Date of loan disbursement,business_Amount paid,business_category,easyemi_Principal amount,easyemi_Loan to value of asset,easyemi_Date of loan disbursement,easyemi_Amount paid,easyemi_purpose_category,easyemi_dealer_name,easyemi_dealer_location,easyemi_product_manufacturer,edu_Principal amount,edu_Loan to value of asset,edu_Date of loan disbursement,edu_Amount paid,credit_card_Date of card issue,credit_card_Average spendings,credit_card_no_of_transactions,credit_card_max_spent_category,credit_card_max_trans_category,debit_card_Date of card issue,debit_card_Average spendings,debit_card_no_of_transactions,debit_card_max_spent_category,debit_card_max_trans_category,millennia_cards_Date of card issue,millennia_cards_Average spendings,millennia_cards_no_of_transactions,prepaid_cards_Date of card issue,prepaid_cards_Average spendings,prepaid_cards_no_of_transactions,forex_cards_Date of card issue,forex_cards_Average spendings,forex_cards_no_of_transactions,commercial_credit_cards_Date of card issue,commercial_credit_cards_Average spendings,commercial_credit_cards_no_of_transactions,travel_insurance_geographic_coverage,travel_insurance_premium_amount,travel_insurance_add_ons,travel_insurance_number_of_claims,travel_insurance_type_of_claim,travel_insurance_amount_of_claim,travel_insurance_month_of_claim,travel_insurance_number_of_adult_family_members_insured,travel_insurance_number_of_minor_family_members_insured,travel_insurance_sum_insured,home_insurance_coverage,home_insurance_premium_amount,home_insurance_add_ons,home_insurance_number_of_claims,home_insurance_type_of_claim,home_insurance_amount_of_claim,home_insurance_month_of_claim,home_insurance_type_of_property,home_insurance_sum_insured,motor_insurance_coverage,motor_insurance_premium_amount,motor_insurance_add_ons,motor_insurance_number_of_claims,motor_insurance_type_of_claim,motor_insurance_amount_of_claim,motor_insurance_month_of_claim,motor_insurance_type_of_vehicle,motor_insurance_sum_insured,domestic_help_insurance_coverage,domestic_help_insurance_premium_amount,domestic_help_insurance_add_ons,domestic_help_insurance_number_of_claims,domestic_help_insurance_type_of_claim,domestic_help_insurance_amount_of_claim,domestic_help_insurance_month_of_claim,domestic_help_insurance_sum_insured,medical_insurance_coverage,medical_insurance_premium_amount,medical_insurance_add_ons,medical_insurance_number_of_claims,medical_insurance_type_of_claim,medical_insurance_amount_of_claim,medical_insurance_month_of_claim,medical_insurance_number_of_adult_family_members_insured,medical_insurance_number_of_minor_family_members_insured,medical_insurance_sum_insured
1000150,460,16:57,hinet.net',Kołbiel,2020-01-17,3,63,1,1,6,Direct,facebook.com,safari,tablet,lenovo,error: Field 'devicedevicecategory' not found,loan,9,482-784-6459,gold,male,1,86041.24,unmarried,car,no,own,yes,politician,360,24,37,54,9,0,Cikadondongdesa,34,business,temporary,standard,6/9/2019,13393,19494,52372,30458,28082,57751,58308,95571,25824,88186,58298,43869,6,4,10,3,7,6,3,5,5,5,7,3,27680,food,leisure,384446,96,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,6785414.0,2.5,163.0,210694.0,5817481.0,0.5,151.0,1924159.0,,,,1383681,8088431.0,4.0,5022797.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,785186.0,76.0,5/21/2019,1582.0,travel,18438.0,88.0,5/5/2019,763450.0,travel,936147.0,19.0,8/1/2019,5930.0,mobile,Crona-Keebler,Tobelo,samsung,,,,,,,,,,,,,,,,,,,,,4/24/2019,270841.0,11.0,11/29/2019,259468.0,55.0,,,,,,,,,,,,,,,,,,,,Permanent Partial Disability Coverage,87014.0,Permanent Total Disability Coverage,3.0,type2,819456.0,9.0,Car,8531745.0,Personal Accident Coverage,23871.0,Accidental Death Coverage,7.0,type5,133653.0,3.0,10347.0,Critical illness cover,50548.0,Critical illness cover,10.0,type4,4099639.0,1.0,3.0,1.0,3549743.0
1000252,63,15:29,hinet.net',Entebbe,2020-02-06,5,55,1,0,9,Paid,linkedin.com,firefox,tablet,micromax,error: Field 'devicedevicecategory' not found,loan,2,984-739-1341,gold,male,5,62670.0,unmarried,car,no,rented,no,driver,783,75,2,68,6,0,Bhāndāria,41,business,temporary,gold,3/8/2019,12225,99039,53536,39925,16346,72039,88604,45337,20816,91838,49248,49626,6,8,10,8,5,7,9,9,2,6,6,8,28303,hobby,leisure,2332728,79,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,8996591.0,2.5,13.0,830665.0,,,,,,,,933217,,,,,,,,,,,,,,,,,,,,,,,,,,774490.0,13.0,12/8/2019,16.0,,,,,,,,,,,,,,,,,,,199282.0,87.0,3/26/2019,8479.0,8/19/2019,773545.0,32.0,travel,food,,,,,,,,,,,,10/30/2019,849829.0,16.0,,,,international,75660.0,Ski Equipment Coverage,2.0,Medical Coverage,3304483.0,11.0,1.0,2.0,3696281.0,,839064.0,Accident Coverage,4.0,Alternative Accommodation Coverage,4939950.0,10.0,Apartment,6317826.0,,,,,,,,,,,,,,,,,,Personal Accident cover,138565.0,Maternity Cover,8.0,type2,1790793.0,11.0,3.0,1.0,3902018.0
1000354,533,0:36,comcast.net',Pehčevo,2020-01-10,3,43,0,0,8,Organic,facebook.com,chrome,tablet,lenovo,error: Field 'devicedevicecategory' not found,deposits,7,685-572-0943,gold,male,5,96139.14,married,car,yes,own,no,politician,326,67,84,99,13,0,Kalengwa,35,business,temporary,standard,3/17/2019,36797,30414,53942,60066,91887,37652,89014,47890,23059,87874,17286,83663,8,2,6,4,9,4,6,2,4,9,9,8,24319,tech,travel,2755519,76,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,3897650.0,2.0,133.0,568271.0,,,,,5767795.0,5.5,130.0,176167,8285423.0,5.5,,,,,,,,,,534766.0,27.0,7/18/2019,yamaha,Koch-Hamill,Ksour Essaf,6738.0,,,,,,,,,,,,,,,,,,,,,,342612.0,53.0,10/10/2019,1500.0,laptops,"Batz, Stokes and Stroman",Sadao,apple,534814.0,65.0,5/24/2019,5224.0,7/23/2019,603793.0,79.0,tech,travel,,,,,,,,,1/8/2020,164696.0,84.0,,,,12/5/2019,712081.0,13.0,,,,,,,,,,,Tenant Liability Coverage,854420.0,Building Damage Coverage,3.0,No Claim bonus Coverage Packers Movers Coverage Personal belongings Coverage Stolen Key Coverage,1758144.0,1.0,Apartment,5596235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000338,478,23:01,comcast.net',Dalam,2020-02-28,4,40,1,1,9,Paid,facebook.com,edge,tablet,apple,error: Field 'devicedevicecategory' not found,deposits,2,676-592-5821,silver,male,4,73797.47,married,car,no,rented,no,driver,357,78,95,28,13,1,Čačak,41,business,temporary,gold,6/7/2019,80649,79912,24459,43511,19797,11666,46326,17489,64248,95018,70925,31315,3,6,4,4,6,8,10,5,10,5,6,2,20135,leisure,leisure,9580778,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,,,,,3089741.0,0.5,102.0,1561016.0,7000871.0,5.0,102.0,354495,,,2457746.0,5.0,535142.0,76.0,5/27/2019,yamaha,Monahan and Sons,Yaohua,2953.0,271618.0,95.0,11/14/2019,suzuki,"Ritchie, Shields and Ward",Sanjiazi,5339.0,,,,,,,,428935.0,44.0,10/11/2019,12.0,,,,,,,,,,,133559.0,61.0,3/27/2019,1130.0,mobile,Wisoky and Sons,VelkÃ½ Ãšjezd,huwaei,,,,,9/2/2019,235822.0,86.0,tech,leisure,,,,,,12/15/2019,906323.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21891.0,Legal Expense Coverage Living Expense Coverage,1.0,type2,19569.0,6.0,224327.0,Maternity Cover,109238.0,Critical illness cover,9.0,type3,1928831.0,11.0,2.0,2.0,8432917.0
1000383,389,9:44,comcastbusiness.net',Nardaran,2020-03-02,4,68,0,1,7,Social,facebook.com,brave,mobile,apple,error: Field 'devicedevicecategory' not found,accounts,1,803-956-0099,gold,female,1,62100.7,married,car,no,own,yes,farmer,627,8,87,28,6,0,Flor da Mata,49,employed,permanent,gold,6/15/2019,65331,93561,10878,73191,18901,73884,54682,23813,25375,87956,81454,51416,1,8,2,6,8,3,4,3,6,3,4,4,22756,hospital,hobby,2628560,66,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,,,,,3512406.0,1.0,47.0,1090458.0,4442900.0,4.5,37.0,1744795,,,2594855.0,1.0,,,,,,,,738278.0,37.0,10/31/2019,yamaha,Kemmer Inc,Le Blanc-Mesnil,1971.0,80928.0,42.0,12/28/2019,honda,"Zemlak, Koepp and Breitenberg",Daxing,1550.0,510677.0,31.0,12/15/2019,71.0,,,,,,246699.0,19.0,9/15/2019,475071.0,food,,,,,,,,,610513.0,36.0,3/11/2020,3505.0,7/20/2019,662473.0,44.0,food,leisure,,,,,,,,,11/26/2019,646883.0,85.0,3/31/2019,701185.0,42.0,,,,,,,,,,,,,,Ancillary Deductible Coverage,778980.0,Building Damage Coverage,3.0,Legal Expense Coverage Living Away Coverage,7699925.0,3.0,Villa,8853649.0,,,,,,,,,,Legal Expense Coverage Living Expense Coverage,25824.0,Accidental Death Coverage,6.0,type4,313469.0,8.0,366053.0,Maternity Cover,102255.0,Maternity Cover,3.0,type4,7939715.0,6.0,1.0,1.0,8612301.0
1000146,312,2:04,comcast.net',Habana del Este,2020-02-21,5,22,0,0,5,Affiliates,linkedin.com,chromium,laptop,lenovo,error: Field 'devicedevicecategory' not found,loan,4,556-963-7682,gold,female,3,63271.03,unmarried,car,no,own,yes,doctor,310,75,93,81,2,1,Vale da Serra,31,employed,permanent,standard,4/13/2019,69203,51999,70120,83086,86558,51740,51494,82906,40324,51175,86660,27902,1,2,1,4,4,9,5,2,6,5,10,6,23481,hobby,tech,4780048,8,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,,,,,,,,,,,,1596984,,,,,705098.0,31.0,8/12/2019,duke,Wuckert Group,Ulluaya,6341.0,257869.0,34.0,11/19/2019,duke,"Thompson, Kautzer and Ruecker",Growong Lor,7480.0,40525.0,46.0,2/28/2020,tata,Jacobson Group,Domaradz,8436.0,45133.0,30.0,1/24/2020,98.0,502679.0,93.0,2/9/2020,2764.0,hospital,449769.0,100.0,2/20/2020,505541.0,food,,,,,,,,,,,,,,,,,,8/1/2019,289602.0,65.0,food,hobby,4/20/2019,585585.0,71.0,,,,11/27/2019,450130.0,54.0,5/19/2019,544714.0,10.0,international,32869.0,,4.0,Medical Evacuation Coverage,1248072.0,11.0,1.0,2.0,2411475.0,No Claim bonus Coverage Packers Movers Coverage Personal belongings Coverage Stolen Key Coverage,920821.0,Tenant Liability Coverage,4.0,Basic Deductible Coverage Open Content Coverage,7605743.0,4.0,Apartment,5233849.0,Third Party Property Damage Coverage,45145.0,Breakdown Coverage,4.0,type1,970916.0,11.0,Car,9576218.0,,,,,,,,,Critical illness cover,136315.0,Critical illness cover,3.0,type1,6078120.0,3.0,2.0,1.0,8256863.0
1000296,80,3:13,comcastbusiness.net',Hedaru,2020-01-18,4,59,0,0,8,Affiliates,youtube.com,UC browser,mobile,apple,error: Field 'devicedevicecategory' not found,loan,1,884-265-8090,silver,female,3,65557.83,unmarried,car,yes,own,no,driver,670,53,58,18,5,0,Pensacola,47,employed,permanent,gold,3/8/2019,74594,36935,89824,50398,27788,65871,59892,64601,92715,36146,21869,72780,5,4,1,5,6,2,4,4,1,3,9,3,25824,hobby,food,2865091,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,,,,,,,,,,,,504432,,,,,234908.0,84.0,11/1/2019,tvs,Gutmann-Emmerich,Kokologo,8805.0,,,,,,,,88233.0,52.0,6/19/2019,maruti,McDermott LLC,Khodzhi-Gasan,7189.0,24815.0,53.0,12/16/2019,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Basic Deductible Coverage Open Content Coverage,376425.0,Tenant Liability Coverage,3.0,Building Damage Coverage,3121908.0,6.0,Villa,8998207.0,Emergency Medical Coverage,52239.0,Breakdown Coverage,1.0,type5,114794.0,4.0,Motorbike,8215537.0,,,,,,,,,Critical illness cover,139615.0,Maternity Cover,5.0,type4,8568865.0,7.0,4.0,1.0,727543.0
1000399,129,17:08,att.net',Norberg,2020-02-07,5,63,1,0,6,Social,linkedin.com,brave,mobile,apple,error: Field 'devicedevicecategory' not found,loan,7,880-198-4728,silver,female,2,72376.2,married,bike,no,rented,no,engineer,845,44,96,43,10,1,Carrigtwohill,42,employed,permanent,standard,4/17/2019,20485,64644,93752,45886,75792,61281,31148,11068,93410,85481,26197,22023,4,2,5,7,2,1,9,5,3,10,6,9,27554,hobby,travel,8761962,18,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1444822.0,6.0,15.0,1010808.0,5425963.0,3.5,72.0,1893122.0,7072762.0,1.5,103.0,131830,,,1046476.0,1.0,,,,,,,,311189.0,56.0,4/4/2019,duke,"Grady, Ritchie and Grant",Sete Lagoas,7167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58979.0,13.0,4/3/2019,9777.0,5/10/2019,163759.0,46.0,hobby,travel,12/26/2019,141599.0,29.0,others,food,5/10/2019,738053.0,74.0,,,,,,,,,,domestic,42296.0,Permanent Total Disability Coverage,2.0,,3470158.0,1.0,3.0,2.0,1734681.0,,,,,,,,,,Electronic Equipment Coverage,59580.0,Electronic Equipment Coverage,3.0,type3,132625.0,9.0,Car,2106961.0,Legal Expense Coverage Living Expense Coverage,46960.0,Personal Accident Coverage,1.0,type4,489737.0,7.0,455079.0,Personal Accident cover,115853.0,Critical illness cover,10.0,type1,1971732.0,6.0,1.0,1.0,7332263.0
1000201,372,14:47,cox.net',Vaughan,2020-02-02,5,57,0,1,6,Social,youtube.com,UC browser,tablet,micromax,error: Field 'devicedevicecategory' not found,credit_card,8,689-714-9928,silver,male,5,59610.39,unmarried,bike,yes,rented,yes,teacher,770,62,57,54,8,1,Périgueux,56,business,permanent,standard,6/18/2019,47519,97186,60210,38149,61083,91714,41683,55250,14215,66696,49430,50719,10,5,2,1,1,3,2,3,6,7,5,9,29413,travel,hospital,4130681,48,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,,,,,6072754.0,5.0,4.0,1039401.0,,,,848923,,,5106739.0,1.5,,,,,,,,,,,,,,,64070.0,91.0,6/16/2019,maruti,Reilly Inc,SamoÅ¡,7652.0,,,,,,,,,,355869.0,88.0,9/11/2019,927975.0,travel,424476.0,79.0,7/20/2019,4901.0,mobile,"Hilpert, Strosin and Mayer",Pingâ€™an,huwaei,816555.0,88.0,9/26/2019,2651.0,2/7/2020,29473.0,65.0,travel,tech,,,,,,2/9/2020,921657.0,58.0,,,,9/1/2019,429122.0,29.0,,,,international,79106.0,Hotel Cancellation Coverage,5.0,,3505979.0,8.0,3.0,1.0,4143872.0,Tenant Liability Coverage,378509.0,Frozen Food Coverage Guaranteed Repairs Coverage Home Assistance Coverage Household removals Coverage,2.0,Legal Expense Coverage Living Away Coverage,5496698.0,1.0,Villa,1748586.0,Life Coverage PassengersFull Loss Damage Coverage,48163.0,Off Road Coverage,2.0,type3,222473.0,2.0,Motorbike,8667433.0,,,,,,,,,Critical illness cover,58326.0,Critical illness cover,1.0,type2,761715.0,9.0,1.0,1.0,2627996.0
1000139,364,8:36,comcast.net',Sexiong,2020-01-05,1,16,0,1,10,Refferal,facebook.com,safari,mobile,lenovo,error: Field 'devicedevicecategory' not found,accounts,6,297-195-8854,silver,male,5,19334.38,unmarried,car,no,own,no,driver,335,73,51,15,1,1,Gimbi,32,business,temporary,gold,4/26/2019,66838,88641,47536,56607,42963,46345,51041,71095,60014,35478,99196,61406,4,6,8,6,4,3,5,8,8,3,10,3,25091,food,tech,2810244,100,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,2088386.0,3.5,114.0,347000.0,,,,,3935579.0,4.5,147.0,505457,8159956.0,1.0,211187.0,4.5,897822.0,63.0,10/14/2019,yamaha,"Fadel, Terry and Hauck",Khanu Woralaksaburi,6410.0,375640.0,33.0,1/2/2020,duke,"Cruickshank, Parisian and Purdy",Bang Lamung,6338.0,,,,,,,,808931.0,46.0,1/6/2020,58.0,,,,,,,,,,,,,,,,,,,149364.0,33.0,4/6/2019,1550.0,,,,,,8/30/2019,799340.0,41.0,food,travel,,,,,,,,,,,,,,,,,,,,,,,Alternative Accommodation Coverage,167249.0,No Claim bonus Coverage Packers Movers Coverage Personal belongings Coverage Stolen Key Coverage,2.0,Ancillary Deductible Coverage,7944535.0,8.0,Apartment,2698566.0,Accident Coverage,49473.0,Third Party Liability Coverage,2.0,type3,197935.0,7.0,Car,4123512.0,Lost Passport Coverage,25162.0,Lost Passport Coverage,9.0,type5,341002.0,9.0,357160.0,,,,,,,,,,
1000181,439,9:46,cox.net',Quma,2020-02-14,4,41,1,1,7,Display,facebook.com,brave,laptop,samsung,error: Field 'devicedevicecategory' not found,deposits,6,231-907-3516,silver,male,5,22275.21,unmarried,car,no,own,yes,shop_owner,324,27,72,99,1,0,Lianzhu,44,business,permanent,gold,6/7/2019,43259,13491,93211,55481,57292,94273,84992,98209,49475,90902,85212,42546,5,6,10,3,9,1,1,7,8,1,3,6,20226,travel,hospital,826133,43,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,,,,,,,,,1450012.0,0.5,155.0,707863,1598219.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,570532.0,65.0,3/12/2020,50.0,421127.0,93.0,8/2/2019,4155.0,hospital,417513.0,68.0,12/22/2019,708106.0,food,364592.0,53.0,7/21/2019,2136.0,laptops,"Ferry, Huel and Oberbrunner",Kanash,redmi,,,,,6/2/2019,293353.0,58.0,hobby,travel,10/6/2019,136943.0,86.0,leisure,others,,,,,,,,,,1/3/2020,250322.0,58.0,,,,,,,,,,,,,,,,,,,,Natural Calamity Coverage,32682.0,Fire Coverage Limit,3.0,type2,206147.0,12.0,Car,5090150.0,Accidental Death Coverage,56187.0,Legal Expense Coverage Living Expense Coverage,4.0,type3,190454.0,5.0,71246.0,,,,,,,,,,
1000069,11,14:50,verizon.net',Leye,2020-02-12,3,85,0,1,6,Affiliates,facebook.com,chrome,mobile,micromax,error: Field 'devicedevicecategory' not found,insurance,6,393-469-4887,gold,male,3,92402.7,unmarried,bike,yes,rented,no,politician,463,88,52,46,3,0,Czernice Borowe,55,business,permanent,standard,4/8/2019,95098,91495,96082,44584,41687,61592,20681,61191,63477,67133,80280,72369,4,6,8,7,10,1,8,9,5,3,6,1,20694,hospital,travel,144768,83,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,,,,,,,,,,,,1983368,6372566.0,3.5,,,16075.0,21.0,9/4/2019,duke,Stanton-Bradtke,Washington,8023.0,,,,,,,,22757.0,99.0,1/31/2020,maruti,Kuhic LLC,Dziergowice,7240.0,,,,,,,,,,519670.0,22.0,10/15/2019,452331.0,IT,,,,,,,,,,,,,11/12/2019,430616.0,17.0,travel,tech,6/27/2019,766987.0,6.0,leisure,food,12/11/2019,698188.0,28.0,,,,,,,2/11/2020,634928.0,92.0,,,,,,,,,,,Legal Expense Coverage Living Away Coverage,309910.0,Alternative Accommodation Coverage,4.0,Building Damage Coverage,3926504.0,9.0,Villa,9427923.0,Third Party Property Damage Coverage,95760.0,Accidental Death Coverage Child Seat Replacement Coverage,2.0,type5,305378.0,4.0,Car,5949252.0,Personal Accident Coverage,79442.0,Lost Passport Coverage,8.0,type2,421367.0,12.0,481263.0,,,,,,,,,,
1000057,404,16:36,cox.net',Gunung,2020-01-29,1,28,1,0,8,Display,facebook.com,edge,mobile,lenovo,error: Field 'devicedevicecategory' not found,insurance,1,516-289-7050,gold,male,3,70430.29,married,car,yes,own,no,technicians,499,98,55,64,5,1,Baliton,53,employed,permanent,gold,3/12/2019,80459,21996,98670,52212,86687,83192,11618,57678,25207,80134,66968,67318,6,6,1,10,5,9,1,8,2,7,2,2,21100,leisure,others,3947106,76,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,,,,,7095151.0,4.0,31.0,1088331.0,8219372.0,2.5,143.0,283568,2960430.0,4.0,,,227694.0,51.0,6/5/2019,duke,Fay Inc,Betzdorf,1332.0,,,,,,,,,,,,,,,,,,,,,,,,765973.0,64.0,3/19/2019,559269.0,trade,,,,,,,,,204506.0,49.0,5/19/2019,1900.0,,,,,,,,,,,,,,6/23/2019,975446.0,52.0,,,,,,,,,,,,,,,,,Ancillary Deductible Coverage,918432.0,Legal Expense Coverage Living Away Coverage,1.0,Tenant Liability Coverage,6312922.0,4.0,Villa,4742368.0,,,,,,,,,,Lost Passport Coverage,12790.0,Medical Coverage,7.0,type3,318514.0,11.0,480724.0,Maternity Cover,143095.0,Maternity Cover,3.0,type4,2264063.0,11.0,3.0,1.0,1614310.0
1000292,362,16:06,verizon.net',Nevinnomyssk,2020-03-01,4,19,0,1,5,Organic,google.com,edge,mobile,apple,error: Field 'devicedevicecategory' not found,credit_card,8,564-203-0574,gold,male,4,57464.75,married,bike,yes,rented,no,nurse,533,13,30,40,14,0,Levallois-Perret,26,employed,permanent,gold,6/23/2019,76795,43004,21579,74767,58827,88867,68859,68240,56276,61925,16036,92346,5,9,5,1,7,4,10,3,7,1,9,9,21937,food,hospital,7666768,64,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,5870542.0,3.5,102.0,461810.0,1579517.0,2.5,7.0,1031187.0,,,,515009,232609.0,1.5,2979230.0,1.5,135301.0,55.0,9/3/2019,yamaha,Cronin-Greenholt,Alvega,3140.0,436724.0,39.0,8/13/2019,suzuki,"Schuster, Batz and Mills",La Chapelle-sur-Erdre,9916.0,34364.0,73.0,8/14/2019,tata,Hickle Group,As Sukhnah,9969.0,,,,,,,,,,,,,,,,,,,,,,,888831.0,75.0,6/9/2019,1768.0,6/28/2019,333534.0,99.0,others,travel,8/20/2019,632981.0,17.0,tech,hobby,10/27/2019,89528.0,5.0,,,,,,,,,,,,,,,,,,,,,887498.0,Building Damage Coverage,3.0,Domestic help Coverage,3196842.0,2.0,Villa,1361143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000256,492,16:45,verizon.net',Abangay,2020-01-15,2,98,1,1,8,Refferal,google.com,safari,mobile,samsung,error: Field 'devicedevicecategory' not found,accounts,6,864-349-2567,silver,male,4,33240.46,unmarried,car,no,rented,yes,shop_owner,821,3,63,47,13,0,Aughrim,31,business,permanent,standard,4/14/2019,65966,13694,23791,57671,82780,68663,31809,23213,21337,87457,46931,59209,2,3,1,10,7,2,10,3,10,10,3,1,25098,food,others,9281412,77,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,4689087.0,0.5,43.0,1113700.0,3682838.0,6.0,123.0,757216.0,,,,1740949,9612975.0,5.5,,,937452.0,92.0,11/2/2019,yamaha,Larkin and Sons,Topola,6684.0,26345.0,82.0,2/22/2020,suzuki,Heathcote and Sons,Puqi,4958.0,,,,,,,,,,,,,,,,,592321.0,16.0,1/23/2020,801550.0,food,645283.0,18.0,11/4/2019,1327.0,other electronics,D'Amore-Shields,Toulouse,motorolla,,,,,,,,,,,,,,,10/25/2019,150830.0,53.0,7/11/2019,57206.0,39.0,6/12/2019,594305.0,53.0,7/25/2019,480457.0,38.0,domestic,46636.0,Delayed Lost Baggage Coverage,2.0,Mugging Coverage,2869778.0,7.0,3.0,1.0,2237171.0,,,,,,,,,,First Aid Expenses Coverage Legal Expense Coverage,77164.0,Fire Coverage,3.0,type1,224377.0,2.0,Car,9601600.0,,,,,,,,,Hospital cash,59006.0,Maternity Cover,9.0,type3,8130220.0,3.0,2.0,2.0,7784172.0
